source_id,sentence,label,label_for_kaggle
9910COS_64,顛覆過去只能敷10~20分鐘、能夠停留在眼週一整晚的眼膜，內含活酵母精華，可增加細胞呼吸作用，加速肌膚新陳代謝、平衡肌膚PH值，以達到淨化、排毒、舒緩眼部浮腫及黑眼圈...,第24條第2項,1
10410COS_9,美麗佳人雜誌第263期第18-19頁(出版日期:104年3月1日)刊登旨揭產品廣告，內容述及：...全面性阻絕黑色素及非麥拉寧色素引起的肌膚暗沉現象，包括：紫外線帶來的黑斑、肌膚老化及醣化帶來的黃褐斑及蠟黃感。一次解決過去黑斑、對抗現在暗沉、阻絕未來蠟黃及老化，讓肌膚更白皙透亮、更均勻細緻、更飽滿水潤...,第24條第1項,0
10107COS_72,喚醒250倍的高保濕力...全面啟動鎖水、補水、造水的『肌膚水循環機制』，促使肌膚進行自主造水工程...,第24條第1項,0
10105COS_101,真正去除肌膚角質...溫柔的去除表面老廢角質，促進肌膚更新代謝...有助於活化乾燥缺水性肌膚...能收縮肌膚毛細孔...高保濕成分，與細胞間脂質作用相同，可防止水分蒸發...有效吸附毛孔髒污、彩妝...隨著肌膚紋路自由地深入毛孔徹底清潔...輕鬆掃除深層老廢角質與溶解污垢...高保濕成分，與細胞間脂質結構作用相同，可有效防止水分蒸發...,第24條第2項,1
9807COS_35,第一款能改變脂肪轉換機制的瘦身產品、減少橘皮組織、雕塑區緊緻肌膚...原價：3670 特價：2700...LIERAC系列--專業眼部護理...Dr.Sebagh/Odile Lecoin夏日美肌四部曲...專業眼部護理...眼部循環調理膠/含有消炎和條理性植物精華，能有效改善眼週肌膚鬆弛問題...Dr.Sebagh微整形煥膚面膜/...比例最精確...可代謝新生、淨化毛孔...徹底去除老廢角質...,第24條第2項,1
10410COS_20,粉底，能讓百萬女性一致心動推薦... 」等文詞...,第24條第1項,0
10409COS_33,（May美妝★代購 夏日必備 泰國Mistine Wings羽翼粉餅 防曬SPF25遮瑕美白 防水 無妝感 完美定妝）...補妝必備 控油效果啵棒內!!!還有防曬SPF25PA++噢 夏日防曬好幫手 S1 膚色較白皙或平常用偏白的自然色都可以用 不像其他品牌的象牙白色這麼的白 是偏自然的柔和膚色 個人非常推薦的色號...（May美妝★天使面具 山茶花魔顏精靈礦物親膚三色腮紅 附腮紅刷 粉質細膩 色澤自然持久 另有眼影 卸妝油修容）...礦物親膚腮紅...細緻親膚...紅潤光感...,第24條第1項,0
10502COS_8,我這麼年輕就已經把我最基底的乾斑全部都弄掉，就算以後我老了，再多曬，我也不用擔心，因為我的斑數量是愈來愈少，而且你知道夏天到了，有很多女生，追求的妝是透亮白，而且是要像素顏一樣，像我身邊有很多空姐朋友，長時間飛在高空上面，紫外線這樣射，沒有蓋斑膏是活不了的，他們其實都蓋了很多蓋斑膏，很可怕的你知道嗎？特別是龜裂的時候，我真的是推薦給我空姐朋友...,第24條第1項,0
10001COS_61,極緻頂級抗皺系列是“讓美麗細胞再生”的保養品...快速滲透肌膚...恢復基底層功能，並達到促進與母細胞連結的功效...高防曬係數...含防水抗汗成分，長效持妝獨家，完美緊附聚合成分...防止雀斑、黑斑的生成...,第24條第2項,1
9908COS_14,蘋果幹細胞可以保護毛髮幹細胞，延緩毛囊細胞衰老並促進細胞活化、恢復活力...美容界新發表 添加蘋果幹細胞...四週內原生睫毛增生增長...濃密×5倍+纖長×3倍+捲翹×2倍...九胜肽→改善後天曬黑、十二胜肽→改善天生黝黑...抗老拉提必備成分-『白松露』...阻止肌膚基底層的黑色素形成...抑制基因本質的黑色素沉澱...30秒細紋消失...(太陽燈曝曬考驗/未防護→曬傷、Cell Alive→完全防護)...黑皮膚、敏感性肌膚、乾裂粗糙自動校色 全膚質適用...自動導色-遮瑕/零毛孔/校正膚色，還可以淡化斑點...,第24條第2項,1
10301COS_17,(敏感調理乳)緊急修復用，特別為極度敏感肌膚設計的。制滲因子舒緩、免疫寧防護肌膚。低敏性。...(敏感調理面膜)解除充血...(舒緩調理霜)調整及舒緩容易泛紅的脆弱微血管性肌膚...(肌因水彈力精華)先進醫美級保濕美容聖品...細緻舒適的保濕能量，立即滋潤皮膚和刺激基因，強化角質層的水合作用及屏蔽機能，而重新恢復自我保濕及持續維繫水合作用的能力...(微整緊膚賦活精華)主要活性成分:健康細胞修復複合體、細胞能量激發劑...平均撫平改善度40%...(細胞防衛複合物Cellu-guard complex)可透過下列作用真正的保護身體肌膚:三重細胞防護、雙重組織防護(保護纖維:膠原蛋白、彈力蛋白/抗炎作用)...,第24條第2項,1
10001COS_20,經消費者測試報告證實，全系列使用四週後，肌膚明顯年輕4歲。肌膚緊實並充滿彈性...有效抵抗因自由基引發的肌膚暗沉老化，並活化肌理細胞...有效分解沉澱在眼部肌膚的色素，減少黑色素形成...配合適當的使用方法，能促進眼四周血液循環，改善黑眼圈...一當塗抹會感受到立即的透亮，能有效抑制酪胺酸脢的活性產生黑色素並避免不規則的皮膚色素沉澱...促進細胞更新，中和老化自由基...促進細胞再生，防止膠原蛋白流失...多種抗氧化成分，可消除暗沉現象，維持年輕的光采 大量馬黛茶多酚及紅茶菇菌等抗氧化成份，掃除臉部暗沈，恢復健康明亮光采...雷射再見!再戰極限白 NEW集煥白瞬間亮眼霜 81%消費者黑眼圈有顯著淡化效果眼周瞬間亮白，淡化黑眼圈。質地細緻清透，有效成分可滲透至肌膚底層代謝黑色素。專爲亞洲肌膚設計，創新美白科技及有效成分能立即並長效淡化黑眼圈...排毒並促進肌膚代謝...80%消費者使用後明顯感覺毛孔縮小...翠葉蘆薈萃取...刺激血液循環，具有細胞修復功能...燕麥粉具有抗發炎、過敏及舒緩，促進肌膚組織再生之功能...,第24條第2項,1
10304COS_9,肌膚已經進入了『保養停滯期』，肌膚細胞開始委靡怠惰，連帶造成新陳代謝減緩，肌膚終致暗沉鬆垮，離青春的頂峰越來越遠。要拯救肌膚的『保養停滯期』，首要提升保養精華的倍量、濃度及活性。...讓精華源源不絕的強力滲透，再度強化肌膚結構，為肌膚上緊發條...能迅速被肌膚吸收，並在肌膚表面形成鎖水膜，自動針對肌膚缺水的地方補水、缺油的地方補油，幫助肌膚油水比例達到最佳平衡；可在臉部清潔後、化妝水及精華液前使用，幫助因乾燥或日曬後而紊亂的板狀角質層及細胞間脂質，回復健康的排列狀態...日夜連續使用4週就可以強烈感受肌膚的轉變，能突破肌膚因老化帶來的保養停滯期，幫助肌膚回到年輕緊致的巔峰狀態...能幫助修護肌膚，提升肌膚的抵抗力及緊緻度...能瞬間融入，迅速為肌膚所吸收，蜂蜜的金黃色澤、清新、醒膚，能智慧行調節，針對肌膚缺水的地方補水，缺油的地方補油，幫助肌膚油水比例達到最佳平衡...能達到抗鬆弛、抗紋路、抗暗沉、抗浮腫，全方位終結眼周問題...,第24條第1項,0
10001COS_64,快速安全 定色非常持久...均勻不乾澀...獨家首創專用...公認最好用、最安全、最方便...可刷100次...染髮液若沒有用完呢？...真空氣瓶包裝，不會變異，不會變質...,第24條第2項,1
9808COS_14,完全解決肌膚問題...有治療效果...對抗10大過敏問題...可以抗皺...又可以回春...1.改善黑眼圈2.改善眼袋3.減少皺紋拉提肌膚...具有除皺效果...連續使用14天立即完美眼周肌膚...一般的BB霜只能強調防曬、保濕，但是它是可以解決掉女生最煩惱的細紋，甚至預防肌膚老化這樣的困擾...肉餅臉、水腫妹的救星，迅速疏通水腫臉，強力對抗地心引力，瞬間拉出完美V型臉，除皺抗老還能瞬間排水消腫...肉餅臉水腫妹的救星...臨床實驗結果:使用4天，臉部潮紅降低30%、臉部水腫消除35%...瞬間小臉...拉提...控油、低敏...,第24條第2項,1
9912COS_38,要你的肌膚回齡十歲...敏感肌膚急救用...狂銷熱賣350萬瓶，銷售第一...活性高達1.5倍，效果你一定看的見...眼部皺紋鬆弛的改善...斑點改善...維持均勻的肌膚曲線 是減齡......,第24條第1項,0
10009COS_19,花蜜美顏 預防體質性斑點、熟齡肌膚的暗沉問題，除了外在環境汙染與陽光紫外線引發的黑色素之外，還有更為複雜的『體質性斑點』。包括荷爾蒙變化、肌膚氧化以及工作壓力，都會誘發黑色素的生成和沉澱，產生體質性斑點，因此熟齡肌膚想要美白，不僅要對抗紫外線，更要針對內在體質斑點提出淨白對策。...具有抗氧化功效，能降低黑色素生成、預防斑點出現；搭配內含『鎖黑分子』的鎖黑淨白科技，能預防因體內荷爾蒙變化產生的黑色素，萃取自向日葵的『葵斯金』成分，可以預防肌膚醣化反應...超越20年的經典，保濕與抗老完美結合的護膚療程！...在精緻的30分鐘護膚療程中，使用多達６項的極地水合系列明星商品：以明星熱賣的極地水合彈力化妝水做前導，並奢華使用高達8ml的20年經典商品：極地水合精華，搭配『活水抗老超聲波儀』，以１秒震動100萬次至肌膚底層的超聲波協助導入，啟動肌膚底層的活水循環機制，迅速提升保濕度並填補缺水肌膚所產生的乾紋細紋！...嬌蘭獨家的皇家蜂王乳精萃能加速細胞修護，這款眼霜還添加了能提升眼周肌膚豐滿度的瑪瑪庫萃取、能對抗細胞醣化並防止膠原蛋白斷裂的四胜肽、以及加速眼周肌膚循環消除黑眼圈的銀葉欖仁萃取，...提顏凝露則是一款能活化肌膚、密集保濕的凝露狀化妝水...釋放蜂王乳的活性成分，加速肌膚修護療癒。...抗老新突破!蘭花有新品種帶來全效抗老福音...蘭花專家嬌蘭公佈了第二種明星蘭花一棒葉萬代蘭，其萃取物Vandateres可以加速肌膚表層細胞更新，強化並保護肌膚質層。...瞬間返回青春奧秘...宛如進行雷射光療煥膚再造...抗老及保濕，蘭花對肌膚擁有非常優良的修護及預防老化能力...,第24條第1項,0
10107COS_23,關鍵就在於高絲集團早在20年前，就將超先進的『多重層微脂囊體技術』運用在這款美容液配方中，也就是說，不含色素、淡乳白色的美容液中，其實蘊含無數顆肉眼看不見的微脂囊小球！這些肌膚完全『感覺不出』的微球體，結構彷如超迷你洋蔥，裡頭一層層包覆了生化玻尿酸、NMF天然保濕因子複合體、青草淬取液...等保濕舒緩及抗氧化成分。當接觸肌膚瞬間，微球體才開始緩緩釋放親膚補水能量，給予肌膚長達整天的保溼滋養。...現代人處於高壓的環境，長期接觸紫外線、環境污染等問題，造成肌膚乾燥問題，乾燥肌膚水分下降，就容易引發過敏、老化、暗沉與色斑等症狀，因此保濕是抗老的第一步，保濕美容液可以幫助細胞膜與角質細胞保住水分，內藤博士仿效生物細胞為概念，創造了多重微脂囊體，具有較好的親膚性和滲透性，同時維持角質層中的潤澤度，予以水潤透亮的好膚質。...皮膚表面覆蓋一層能夠防止水分蒸發的『皮脂膜』，以及可使水分不流失的『NMF天然保濕因子』，加上於角質細胞中維持肌膚防禦機能的『細胞間脂質』，透過這三個因子即可確實維持住角質中的水份。...強力UVカツト...『連續2年』人氣不墜...大太陽下，UV防護效果也『安心』不打折...,第24條第1項,0
10411COS_3,膚科醫師處方系列...全天激活膠原蛋白 強力撫紋 收緊毛孔...外在補充的膠原蛋白無法被人體直接吸收利用， 唯有最高濃度10.5%左旋C，才能有效刺激肌膚 自行再生膠原蛋白...,第24條第1項,0
10406COS_21,藍色洋甘菊系列...所有香氛來源安全抗敏...敏感肌/有傷口肌膚也能使用...具有舒緩、消炎、抗紅腫過敏、潰瘍與婦科問題的功效...,第24條第2項,1
9906COS_20,呈現半透明凝膠狀的凡士林，是從石油中提煉而成的，因為成分單純安全，隔絕性強，百年來成為庶民最愛品牌...抹在嘴唇上、抹在小傷口上、抹在乾燥的肌膚上；凡士林那半透明的凝膠，從黑壓壓的石油中精粹而出，...他觀察到一個特殊現象-鑽油工人會將一種黏附於鑽頭上的黑灰色物質塗抹在傷口上，似乎有助於癒合；...『潤手護甲霜』也強調回歸根本的濕潤與保護...在溫度開始高昇的天氣中用起來很清爽的蘆薈保濕潤膚露...印象中的這罐產品，常被用來修護手指與龜裂腳跟的萬用靈丹...因油礦工人都拿這層脂質塗抹在傷口上，進而發現它擁有驚人的功效，...上市三款乳液皆獲得Fashion Guide美妝評比特優獎章，...『蘆薈保濕潤膚露』...迅速鎮定保濕...上架第二個月立即衝上市售身體乳市佔率第一名...,第24條第2項,1
10403COS_15,切斷黑色素生成機會...抗黑色素機能體...美白有效成分...肌地美白阻黑劑...整肌、保護...專櫃天王級明星暢銷品...邱品齊醫師推薦...皮膚科權威美容教父認證...14天給妳看得見肌膚改善...長期使用...肌齡比同齡女性年輕10歲...30歲真人實證...青春露10年使用者肌齡比年齡-20歲...非使用者肌齡比年齡+5歲...40歲真人實證...青春露10年使用者肌齡比年齡-23歲...非使用者 肌齡比年齡+3歲...,第24條第1項,0
10011COS_94,舒護抗痘...【通暢】毛孔...增進自身性感能量與地心連結啟動物質顯化能力，亦可使伴侶重燃熱情。...【敏感肌膚專用的抗老美白聖品】...極致奢華光隔離體驗，蘊含珍貴茉莉精油成份，讓妳擁有迷人魔力...讓他無法招架...當植物女神遇到了礦物女神，召喚出宇宙中璦夢女神的神秘力量。結合古老的植物香氛智慧與現代生化科技，加上礦物元素...一次滿足您的8種需要、(抗皺、嫩白、控油、保溼、舒緩、遮瑕、隔離、防曬)...天然有機 敏感肌膚 母嬰護理 迷人香氛...北市粧廣字第10006165號...,第24條第1項,0
10303COS_29,多功能、不會阻塞毛孔、低敏感性的BB霜，有極佳的蓋斑遮瑕效果，薄薄一層能修飾細小毛孔掩飾皺紋、細緻亮麗肌膚、並具抗老化保護效果。愛芮兒•珍全系列彩妝都不需要卸妝，只需含有界面活性劑的洗面乳清潔(會起泡泡)，不含油脂及化學染料所以可以安心使用不阻塞毛孔...,第24條第1項,0
10212COS_19,玻尿酸保濕精華不是濃度越高效果就越好，滴管式設計可適量滴取所需用量...能給予肌膚長效有感的保濕力...作為保養品的成分的玻尿酸，雖然真的也有分子大小之分，但你知道嗎？分子量要小於500Da才可以滲透表皮層，但即是最小分子的玻尿酸分子量還是很大，是無法滲透表皮層的；至於濃度低，廣告的噱頭就是強調原液，其實那就是一瓶含玻尿酸+水的產品，如果你以為那是100%的玻尿酸，哈哈！你又被騙了...如果以上的問題，答案都是YES，那麼要小心了，你正邁向老化之路！...選對產品用對方法，擁有無齡美肌絕非難事！...並經皮膚醫學測試...,第24條第1項,0
10101COS_8,以極效舒緩、極高耐受性與精純配方獨家創新科技，解決敏感性肌膚之苦；獨創的抗發炎科技Neurosensine神經胜肽可有效舒緩敏感刺激現象並對抗因皮膚敏感而引起的神經性發炎反應...舒緩修護皮膚敏感的不適症狀，強化皮膚保護屏障功能...能精準修護皮膚表層保濕、抗敏的關鍵-緊密連結蛋白，補水又鎖水，使肌膚修復自我保濕的功能...極地肌SOS舒緩專用　阻斷過敏源即刻建起防禦屏障...立即舒緩修護受損細胞...推出0%過敏物...0%致敏物、0%酒精、0%香精、0%Paraben防腐劑、0%色素等訴求，避免複雜、不穩定的成份使極度敏感皮膚受到二次傷害。並針對皮膚發炎問題，鎮靜末梢神刺激所引起發炎傳導訊息，雪亞脂、角鯊烯、甘油等成分，肌膚屏障，達到外層鎖水...理膚寶水皮膚醫學研究室冬天皮膚癢癢好討厭...身體保濕 紅癢不見 理膚寶水跟異位性皮膚炎說bye bye！...,第24條第2項,1
9904COS_28,啟動基因 重返年輕...逆轉老化現象...重組DNA圖譜，修正為年輕細胞組合...賦活因子（比菲德氏菌）→啟動修復、胎盤素→活化再生、海藻精華→提升彈力緊緻...DNA賦活因子-針對DNA，同時擁有25種抗老機制，一次解決歲月問題，逆轉肌膚年齡。胎盤素-高濃度與細小活性分子有效滲透肌膚修護細胞，刺激膠原蛋白再生。海藻精華-建立強而有力的肌膚支架，緊緻拉提，擁有美麗向上的弧度...只要一滴擦在臉上就有感覺...瞬間拉提的效果...,第24條第2項,1
10105COS_19,提高女性魅力指數...讓胸部不易鬆弛...修護DNA、活化肌膚→緊緻彈力；撫平細紋、預防老化→光滑細緻（佐使用前後比較圖：紅疹敏感、乾裂...）...,第24條第1項,0
9901COS_44,腹部、臀部脂肪不見了 獨家消脂配方，刺激酵素進行脂肪分解...使用後肌膚泛紅為燃脂之正常現象，讓您肌肉線條變得更加明顯、結實...,第24條第2項,1
10007COS_49,深層滲透★獨家配方(先甦活>注入營養)...98%UP!”溝”勒性感 不用擠!8種激活精油萃取深層滲入穴點按壓...針對腹部多餘累積...平小腹...專門擊退女性頑強腹式油脂...史上滲透力最強精油...5days終結沉睡腹部油球...美國專利生化海罌藍添加~解除停滯...美加雙專利配方...有效達成自信曲線目標，並可減緩老化...小分子化幫助整體菁華吸入更深層徹底...,第24條第2項,1
9910COS_42,不管你臉上有斑斑點點、有老人斑、有母斑、有雀斑、有曬斑...皮膚比較粗糙的人，你給他抹滋顏優皙霜就搞定了...皮膚被水果刀、菜刀...皮膚有受傷，你只要給他抹滋顏優皙霜這樣就好了...服務專線：23696093...,第24條第1項,0
10101COS_55,"添加專利的""活躍酵母菌""與""海茴香幹細胞""，有助於膠原蛋白增生、活化肌膚細胞...24小時補充天然活性荷爾蒙！...改善率% 美白 53.97%...長期使用6-8週，彈力提升67%...",第24條第1項,0
9906COS_9,生物纖維女王V.S導入液天后 科技登場！...添加了寶石級淨白成分與白金活膚雙機制...醫療級的美容效果...能一次達到美白、緊緻、潤澤、修護、保濕、舒緩...24小時保濕因子...具抗氧化成分的防曬品，可預防肌膚光老化...對於預防皮膚癌及陽光造成的皮膚老化能達到更好的效果...除了預防變黑，更要抗自由基...應選擇含有穩定抗氧化配方的防曬產品，才可阻絕紫外線保護肌膚，同時有效對抗自由基，預防老化...三個月後...肌膚白皙增加14％...抑制黑色素轉移至肌膚表層...,第24條第2項,1
10406COS_2,使用Alpecin咖啡因洗髮露時，讓洗髮露停留在頭皮上2分鐘，可以讓咖啡因滲入髮根，即使沖洗之後也不失效果...方便有效率...1.每天早上用Alpecin咖啡因頭髮液按摩頭皮...滋潤髮根...是最方便的護髮產品...調理頭皮...為頭髮提供充足的活力....(Alpecin 咖啡因頭髮液)獨有咖啡因活性成分配方，能令髮根保持活力，延長髮根活躍周期，減輕受影響程度...對抗過早脫髮、提升髮根生髮效率、提升髮絲生長速度...使用時，沿著頭髮軸深入毛囊，並形成24小時的能量貯存庫...要對付脫髮，每天早上用Alpecin咖啡因頭髪液按摩頭皮是最理想的辦法...(Alpecin 咖啡因洗髪露)咖啡因能促進頭髮生長。目前已有研究證明咖啡因能減慢脫髮，從今天起，每天洗頭時，都可以將這種活性成分注入髮根。只需2分鐘，Alpecin獨特咖啡因配方便能深入髮囊...刻意剔除軟化劑(例如矽)，所以只需使用數次，髮質便會明顯改善，髮根更能抓緊頭皮...幼身、軟身髮質會變得更強壯...,第24條第1項,0
10011COS_52,對抗輕熟齡初期老化...掌握肌膚狀態的關鍵-深層角質...會引起基底膜損傷的紫外線或外在的乾燥、壓力等因素，已經被發現是引起基輔老化的促成原因...,第24條第2項,1
10412COS_14,智慧型保養科技打造完美無齡肌...能完美刺激青春蛋白質的生成...刺激細胞修護，活化膠原蛋白與纖維母細胞的組成，達到全面且有效的緊實、彈性、撫平的效果...可重新活化自然排毒機制，令肌膚恢復原有機能並且重新獲得防禦力，藉由淨化、活化達到透亮新生...『3.5-DA彈力緊緻活萃活膚面膜』能刺激真皮層纖維母細胞生長，帶來密集緊緻的彈潤飽滿功效...,第24條第2項,1
10306COS_26,給秀髮享受頂級沙龍般的呵護...修護毛囊...神奇之油、有機摩洛哥堅果油...【五大草本原料添加】檸檬馬鞭草、蘆薈、洋甘菊、白樺、山茶花...歐盟有機認證天然草本...清潔、舒緩、保濕、控油、修護...立即修護受損髮質...使用含摩洛哥堅果油成份精華，有效修護毛髮受損角質層...,第24條第1項,0
9808COS_43,生物醫學...還原長期因生理不平衡而不穩定的肌膚，緩和肌膚的躁鬱症...奈米...強調內含10張以上高效面膜的精華液份量...迅速變臉...具有高生物親和力及奈米滲透性...活化深層細胞...；《補水保溼系列》...獨特的細胞生理平衡水...超強效補水保濕體驗...；《抗皺系列》...臨床實驗證明...比其他類肉毒桿菌產品多出數倍肌膚滲透吸收效能（佐以使用前後比較圖片）...,第24條第2項,1
10001COS_47,日本最新...改善肌膚顏色...看起來更修長...隨著體溫和膚色的差異...3秒瞬間...打造陶瓷名模美腿...瞬間拉提...,第24條第1項,0
9811COS_18,使用後黑眼圈不見了，馬上就像打了蘋果光一樣，紋路都沒有了...一邊看電視一邊使用，你會發現眼睛紋路不見了...芳香小舖頂級玫瑰亮妍魔法...天然海茴香，植物幹細胞：CIC-2植物性幹細胞*調節黑色素生成*促進肌膚抗氧化...可以讓你的表皮快速生長，快速修護...,第24條第2項,1
10410COS_8,經過7天測試結果 證實可縮小體脂肪 並降低體脂率42%...抑制初期的脂肪細胞達110%分化已形成的脂肪細胞達138% 改變基因的表現...可達消水腫、分解脂肪功能 瑞士醫學會證實通過證實有效分化脂肪細胞，明顯減少橘皮組織，抑制脂肪形成、分解脂肪增生、自體膠原重組結締組織，達到緊緻保濕滋潤，使肌膚平整光滑...,第24條第1項,0
9912COS_8,2週淨白兩色階...被譽為”天然綠色雷射”醫學證實美白淡斑效果超越維生素C10倍、甚至比醫美麴酸更速效...專櫃級成份 天然水蓮舒緩精華-能立即舒緩泛紅緊繃、刺癢等肌膚不適...醫美級成份...維生素原B5擁有修復肌膚發炎及抗敏感的功效...專家、實驗掛保證...敏感泛紅，10分鐘內立即鎮定...《比較圖》Before刺激泛紅 After紅色素立即下降93%...能立即舒緩泛紅緊繃，刺癢等肌膚不適。在埃及被稱為『水中女神』的天然水蓮，古埃及豔后舒緩療育肌膚的秘方，更是現代人不可錯過抗敏的天然成分...敏感泛紅10分鐘內立即鎮定...痘痘肌測試大作戰，一滾就見效！97%痘痘收乾 不留痘疤...10倍高效美白除斑 2週淨白兩色階 4週四色階 美白淡斑 量得出看得見...雪松肌白精萃 由大自然雪松樹中萃取，擁有超越醫美麴酸和維生素C10倍的美白速效力，被譽為“綠色雷射”，如雷射般從根源阻斷黑色素生成...,第24條第2項,1
10304COS_32,同時具有保濕、防護、滋養、舒緩與活化等五種功效...特別是在寒冷的冬天，柔適滋養、呵護肌膚的同時，高效防護作用更能為肌膚築起一層天然保護，抵禦外在環境因子對肌膚構成的傷害...滋養並舒緩肌膚，為雙手帶來保濕、防護及柔潤功效...,第24條第1項,0
10307COS_24,結合了亞洲藥用級植物精油所擁有的活化沁涼薄荷乳液，以及軟膏的溫和呵護功效，質地易於肌膚吸收。天然薄荷腦、迷迭香精油、崗松精油與薰衣草精油能立即舒緩疲憊疼痛的足部。GEHWOL FUSSKRAFT薄荷軟膏具有長時間預防腳臭的效果。經過試驗證實的抗菌成分，能預防趾間感染和搔癢問題。將薄薄一層的軟膏塗抹於足部和腿部，在輕柔按摩。質地易於吸收、不油膩，能為足部帶來清爽、潔淨與柔嫩的感受。...含小麥胚芽油、泛醇和甜沒藥等優質成分能保養指甲和皮膚。經試驗的成分克黴唑(Clotrimazole)能預防真菌感染。讓脆弱的指甲恢復彈力和亮麗狀態。指甲則可呈現自然的絲滑亮澤狀態。...,第24條第2項,1
10007COS_25,銷售第一眼霜!...五種類醫學胜肽配方...完全改善眼圈、浮腫、眼袋...全方位解決老化、疲倦的眼周難題....青春煉金術 寶石肌膚世代...皮膚的老化與皺紋原是一種未癒合的傷口...增加真皮層基質同時有效抑制MMP活性，減少真皮層基質的流失...增加第三型膠原蛋白高達280%之多...促進新血管形成...大幅增加第一型膠原蛋白高達250%之多...促進上皮細胞增生...三大植物幹細胞抗老科技...美白...抗敏...DNA肌因修護因子；賦活細胞修護能力...能活化肌因美白鑰匙Nrf2(基因轉錄因子)，進而抑制黑色素生成，從基因源頭開始美白...,第24條第1項,0
9906COS_53,加上牛奶香味能安定自律神經，從而發揮促進熟睡之效果...溫暖的牛奶除有美膚之效，還可促進血液迴圈...,第24條第2項,1
10009COS_78,讓您輕鬆只需4~7天開始清除牙齒上污漬...全數產品經美國牙醫師研發團隊研製...用後美白效果持續六個月至數年...一般使用【FastWhite】4天起便可開始見到明顯的逐漸的美白效果...,第24條第1項,0
9908COS_11,呈現光線及動態皮膚結構示意圖...只要1滴就能發揮高達50倍的美白驚人功效，不僅從根源抑止黑色素生成，還能去除肌膚表皮已形成的斑點，短短6天就能減少82%的黑色素...實證6天瓦解黑色素高達82%...鎖定年輕男性最困擾的痘痘、出油、毛孔等問題...具抗菌控油功效，獨家成分雙效祛黑因子能明亮膚色、淡化暗沉痘疤...能修補痘痘凹洞...可直接針對臉上局部的青春痘，發揮紓緩功效...,第24條第2項,1
10001COS_24,睡眠修護...有效修復白天受損肌膚，為肌膚充電趕走疲累，還可加強改善肌膚老化問題...積極修護日間損傷的細胞...含『CPT細胞豐盈科技』、『升級高效分子釘』，搭配『水份網絡科技』持續提供肌膚潤澤與水平衡...瞬間飽水與鎖水，整晚幫肌膚密集修護鎖水...可適用於皮膚乾裂、輕微發炎、粗糙斑點或乾燥小斑等多種肌膚問題...鞏固肌膚天然屏障、抵禦老化痕跡、促進膠原蛋白增生，創造絲緞般的肌膚觸感...煥顏轉捩點...意想不到的改變...醫學證實...不只是承諾...細紋、皺紋減少...斑點消失...緊緻、彈性增加...明亮、光滑提升...,第24條第1項,0
10011COS_61,添加具有水分代謝促進效果的薏仁萃取精華，以及具有血液循環促進效果旳唐辛子萃取精華，藉由與按摩的雙重效果，可緩和腳部浮腫與沉重感...薏仁在藥效上，可以改善內臟的化膿症狀，具有利尿、鎮靜消炎等作用...唐辛子...以藥效來說明，具有健胃、改善風濕、神經痛及筋肉痛等作用...消炎...,第24條第2項,1
10411COS_32,24小時消除黑色素61%...72小時改善 曬斑 黑斑 顴骨斑 老人斑...沒有除不掉的斑 醫學臨床1週淡斑98%...連最難的老人斑 都淡斑達73%...直接消除樹突黑色素 一週有效根除斑點 不再返黑...無論是深層黑斑 頑固的老人斑 或是全身性斑點都能改善...是日本皮膚科最新淡斑處方...2週淡斑95%...史上最強美白聖品...可直達皮下16層 解決曬斑 顴骨斑 肝斑及老人斑...淡斑 美白 排黑...超越脈衝光 飛梭 雷射光微整...肝斑，2週-91%...,第24條第1項,0
10003COS_44,排毒淨化...熱效瘦身纖體...燃燒分解腹部臀部脂肪...無暇泡澡的日子以緊緻沐浴油加速細胞再生、淡化色素並達到緊實效果...俏胸升級霜幫助豐滿雙峰。緊緻拉提俏胸凝膠則幫助雙峰對抗地心引力，胸形完美定位...冷凍療法改善橘皮組織...超音波瓦解頑固脂肪團...夜間八小時持續排脂...排毒緊實密集燃脂...,第24條第2項,1
9912COS_33,我們幫妳做到四個步驟，第一個裡面有滿滿的金箔，而且都是99.99純金的金箔，它可以導入到脂肪層，重點去加強頑固脂肪，再來還有UNISLIM，他可以阻擋脂肪堆積回去...第一階段：埋線原理直接深入脂肪層→獨特微米化傳透技術；第二階段：阻擋脂肪堆積持續消耗代謝→消化脂肪因子UNISLIM；第三階段：提升曲線緊緻撫平橘紋→隱形拉提網Quicklift+活性纖體因子；第四階段：全身均勻亮白，白兩個色階→海洋植物美白劑，只要14天效果看的見...,第24條第2項,1
